ID,target_country,target_region,prompt,source_prompt,region_choices_list,region_choices_str,region_choice_countries_list,region_choice_region_list,region_answer,answer_idx,answer_str
An-ar-36,Algeria,high,What is the most popular sport team in Algeria?,ما هو أشهر فريق رياضي في الجزائر؟,"['cricket team', 'esteghlal', 'persija', 'mca']",cricket team|esteghlal|persija|mca,"['Assam', 'Iran', 'Indonesia', 'Algeria']","['low', 'high', 'mid', 'high']",3,D,mca
An-ar-43,Mexico,high,What are the common places or venues where individuals in Mexico usually gather to watch sports broadcasts?,ما هي الأماكن أو الفضاءات الشائعة التي يتجمع فيها الأفراد في الجزائر لمشاهدة بث رياضي؟,"['restaurant bar', 'pub', 'cinema', 'cafe']",restaurant bar|pub|cinema|cafe,"['Mexico', 'South Korea', 'Northern Nigeria', 'Iran']","['high', 'mid', 'low', 'high']",0,A,restaurant bar
An-ar-43,Spain,high,What are the common places or venues where individuals in Spain usually gather to watch sports broadcasts?,ما هي الأماكن أو الفضاءات الشائعة التي يتجمع فيها الأفراد في الجزائر لمشاهدة بث رياضي؟,"['family', 'pub', 'stall', 'shop']",family|pub|stall|shop,"['China', 'Spain', 'Indonesia', 'Assam']","['high', 'high', 'mid', 'low']",1,B,pub
An-ar-43,UK,high,What are the common places or venues where individuals in UK usually gather to watch sports broadcasts?,ما هي الأماكن أو الفضاءات الشائعة التي يتجمع فيها الأفراد في الجزائر لمشاهدة بث رياضي؟,"['restaurant bar', 'stall', 'pub', 'shop']",restaurant bar|stall|pub|shop,"['Mexico', 'Indonesia', 'UK', 'Assam']","['high', 'mid', 'high', 'low']",2,C,pub
An-ar-43,Iran,high,What are the common places or venues where individuals in Iran usually gather to watch sports broadcasts?,ما هي الأماكن أو الفضاءات الشائعة التي يتجمع فيها الأفراد في الجزائر لمشاهدة بث رياضي؟,"['pub', 'stall', 'bars', 'cafe']",pub|stall|bars|cafe,"['UK', 'Indonesia', 'Ethiopia', 'Iran']","['high', 'mid', 'low', 'high']",3,D,cafe
An-ar-43,Greece,mid,What are the common places or venues where individuals in Greece usually gather to watch sports broadcasts?,ما هي الأماكن أو الفضاءات الشائعة التي يتجمع فيها الأفراد في الجزائر لمشاهدة بث رياضي؟,"['cafes', 'stall', 'sports bar', 'cinema']",cafes|stall|sports bar|cinema,"['Greece', 'Indonesia', 'US', 'Northern Nigeria']","['mid', 'mid', 'high', 'low']",0,A,cafes
An-ar-43,Northern Nigeria,low,What are the common places or venues where individuals in Northern Nigeria usually gather to watch sports broadcasts?,ما هي الأماكن أو الفضاءات الشائعة التي يتجمع فيها الأفراد في الجزائر لمشاهدة بث رياضي؟,"['family', 'cinema', 'shop', 'cafes']",family|cinema|shop|cafes,"['China', 'Northern Nigeria', 'Assam', 'Greece']","['high', 'low', 'low', 'mid']",1,B,cinema
An-ar-43,Assam,low,What are the common places or venues where individuals in Assam usually gather to watch sports broadcasts?,ما هي الأماكن أو الفضاءات الشائعة التي يتجمع فيها الأفراد في الجزائر لمشاهدة بث رياضي؟,"['stall', 'pub', 'shop', 'teahouse']",stall|pub|shop|teahouse,"['Indonesia', 'Spain', 'Assam', 'Azerbaijan']","['mid', 'high', 'low', 'low']",2,C,shop
An-ar-43,Indonesia,mid,What are the common places or venues where individuals in Indonesia usually gather to watch sports broadcasts?,ما هي الأماكن أو الفضاءات الشائعة التي يتجمع فيها الأفراد في الجزائر لمشاهدة بث رياضي؟,"['cafes', 'pub', 'cinema', 'stall']",cafes|pub|cinema|stall,"['Greece', 'UK', 'Northern Nigeria', 'Indonesia']","['mid', 'high', 'low', 'mid']",3,D,stall
An-ar-43,Ethiopia,low,What are the common places or venues where individuals in Ethiopia usually gather to watch sports broadcasts?,ما هي الأماكن أو الفضاءات الشائعة التي يتجمع فيها الأفراد في الجزائر لمشاهدة بث رياضي؟,"['bars', 'cafes', 'shop', 'family']",bars|cafes|shop|family,"['Ethiopia', 'Greece', 'Assam', 'China']","['low', 'mid', 'low', 'high']",0,A,bars
An-ar-43,US,high,What are the common places or venues where individuals in US usually gather to watch sports broadcasts?,ما هي الأماكن أو الفضاءات الشائعة التي يتجمع فيها الأفراد في الجزائر لمشاهدة بث رياضي؟,"['bars', 'sports bar', 'family', 'pub']",bars|sports bar|family|pub,"['Ethiopia', 'US', 'China', 'South Korea']","['low', 'high', 'high', 'mid']",1,B,sports bar
An-ar-43,South Korea,mid,What are the common places or venues where individuals in South Korea usually gather to watch sports broadcasts?,ما هي الأماكن أو الفضاءات الشائعة التي يتجمع فيها الأفراد في الجزائر لمشاهدة بث رياضي؟,"['cafe', 'bars', 'pub', 'stall']",cafe|bars|pub|stall,"['Iran', 'Ethiopia', 'South Korea', 'Indonesia']","['high', 'low', 'mid', 'mid']",2,C,pub
An-ar-43,Azerbaijan,low,What are the common places or venues where individuals in Azerbaijan usually gather to watch sports broadcasts?,ما هي الأماكن أو الفضاءات الشائعة التي يتجمع فيها الأفراد في الجزائر لمشاهدة بث رياضي؟,"['pub', 'cafes', 'cinema', 'teahouse']",pub|cafes|cinema|teahouse,"['South Korea', 'Algeria', 'Northern Nigeria', 'Azerbaijan']","['mid', 'high', 'low', 'low']",3,D,teahouse
An-ar-43,Algeria,high,What are the common places or venues where individuals in Algeria usually gather to watch sports broadcasts?,ما هي الأماكن أو الفضاءات الشائعة التي يتجمع فيها الأفراد في الجزائر لمشاهدة بث رياضي؟,"['cafes', 'pub', 'family', 'shop']",cafes|pub|family|shop,"['Algeria', 'South Korea', 'China', 'Assam']","['high', 'mid', 'high', 'low']",0,A,cafes
Ca-sp-06,Mexico,high,Which is the most important meal of the day to people from Mexico?,ما هي أهم وجبة يومية بالنسبة للشعب الجزائري؟,"['dinner', 'lunch', 'injera', 'the midday meal']",dinner|lunch|injera|the midday meal,"['South Korea', 'Mexico', 'Ethiopia', 'Spain']","['mid', 'high', 'low', 'high']",1,B,lunch
Ca-sp-06,Spain,high,Which is the most important meal of the day to people from Spain?,ما هي أهم وجبة يومية بالنسبة للشعب الجزائري؟,"['lunch', 'afternoon meal', 'the midday meal', 'dinner']",lunch|afternoon meal|the midday meal|dinner,"['Iran', 'Assam', 'Spain', 'South Korea']","['high', 'low', 'high', 'mid']",2,C,the midday meal
Ca-sp-06,UK,high,Which is the most important meal of the day to people from UK?,ما هي أهم وجبة يومية بالنسبة للشعب الجزائري؟,"['lunch', 'dinner', 'injera', 'breakfast']",lunch|dinner|injera|breakfast,"['Indonesia', 'China', 'Ethiopia', 'UK']","['mid', 'high', 'low', 'high']",3,D,breakfast
Ca-sp-06,Iran,high,Which is the most important meal of the day to people from Iran?,ما هي أهم وجبة يومية بالنسبة للشعب الجزائري؟,"['lunch', 'rice', 'the midday meal', 'dinner']",lunch|rice|the midday meal|dinner,"['Iran', 'Northern Nigeria', 'Spain', 'South Korea']","['high', 'low', 'high', 'mid']",0,A,lunch
Ca-sp-06,Northern Nigeria,low,Which is the most important meal of the day to people from Northern Nigeria?,ما هي أهم وجبة يومية بالنسبة للشعب الجزائري؟,"['the midday meal', 'rice', 'lunch', 'injera']",the midday meal|rice|lunch|injera,"['Spain', 'Northern Nigeria', 'Greece', 'Ethiopia']","['high', 'low', 'mid', 'low']",1,B,rice
Ca-sp-06,Assam,low,Which is the most important meal of the day to people from Assam?,ما هي أهم وجبة يومية بالنسبة للشعب الجزائري؟,"['lunch', 'injera', 'afternoon meal', 'dinner']",lunch|injera|afternoon meal|dinner,"['Greece', 'Ethiopia', 'Assam', 'China']","['mid', 'low', 'low', 'high']",2,C,afternoon meal
Ca-sp-06,Indonesia,mid,Which is the most important meal of the day to people from Indonesia?,ما هي أهم وجبة يومية بالنسبة للشعب الجزائري؟,"['dinner', 'the midday meal', 'afternoon meal', 'lunch']",dinner|the midday meal|afternoon meal|lunch,"['South Korea', 'Spain', 'Assam', 'Indonesia']","['mid', 'high', 'low', 'mid']",3,D,lunch
Ca-sp-06,Ethiopia,low,Which is the most important meal of the day to people from Ethiopia?,ما هي أهم وجبة يومية بالنسبة للشعب الجزائري؟,"['injera', 'afternoon meal', 'lunch', 'breakfast']",injera|afternoon meal|lunch|breakfast,"['Ethiopia', 'Assam', 'Greece', 'UK']","['low', 'low', 'mid', 'high']",0,A,injera
Ca-sp-06,China,high,Which is the most important meal of the day to people from China?,ما هي أهم وجبة يومية بالنسبة للشعب الجزائري؟,"['breakfast', 'dinner', 'lunch', 'injera']",breakfast|dinner|lunch|injera,"['UK', 'China', 'Indonesia', 'Ethiopia']","['high', 'high', 'mid', 'low']",1,B,dinner
Ca-sp-06,Algeria,high,Which is the most important meal of the day to people from Algeria?,ما هي أهم وجبة يومية بالنسبة للشعب الجزائري؟,"['breakfast', 'injera', 'lunch', 'dinner']",breakfast|injera|lunch|dinner,"['UK', 'Ethiopia', 'Algeria', 'South Korea']","['high', 'low', 'high', 'mid']",2,C,lunch
Ca-sp-08,Mexico,high,What is the most common ingredient used in Mexico's diet?,ما هو أكثر مكون شائع الاستخدام في النظام الغذائي الجزائري؟,"['wheat', 'olive oil', 'salt', 'corn']",wheat|olive oil|salt|corn,"['US', 'Greece', 'Northern Nigeria', 'Mexico']","['high', 'mid', 'low', 'high']",3,D,corn
Ca-sp-08,Spain,high,What is the most common ingredient used in Spain's diet?,ما هو أكثر مكون شائع الاستخدام في النظام الغذائي الجزائري؟,"['olive oil', 'corn', 'salt', 'rice']",olive oil|corn|salt|rice,"['Spain', 'Mexico', 'Ethiopia', 'Indonesia']","['high', 'high', 'low', 'mid']",0,A,olive oil
Ca-sp-08,Greece,mid,What is the most common ingredient used in Greece's diet?,ما هو أكثر مكون شائع الاستخدام في النظام الغذائي الجزائري؟,"['wheat', 'olive oil', 'beef', 'rice']",wheat|olive oil|beef|rice,"['Algeria', 'Greece', 'Azerbaijan', 'Indonesia']","['high', 'mid', 'low', 'mid']",1,B,olive oil
Ca-sp-08,Northern Nigeria,low,What is the most common ingredient used in Northern Nigeria's diet?,ما هو أكثر مكون شائع الاستخدام في النظام الغذائي الجزائري؟,"['olive oil', 'rice', 'salt', 'wheat']",olive oil|rice|salt|wheat,"['Greece', 'Assam', 'Northern Nigeria', 'US']","['mid', 'low', 'low', 'high']",2,C,salt
Ca-sp-08,Assam,low,What is the most common ingredient used in Assam's diet?,ما هو أكثر مكون شائع الاستخدام في النظام الغذائي الجزائري؟,"['cabbage', 'corn', 'beef', 'rice']",cabbage|corn|beef|rice,"['South Korea', 'Mexico', 'Azerbaijan', 'Assam']","['mid', 'high', 'low', 'low']",3,D,rice
Ca-sp-08,Indonesia,mid,What is the most common ingredient used in Indonesia's diet?,ما هو أكثر مكون شائع الاستخدام في النظام الغذائي الجزائري؟,"['rice', 'olive oil', 'bread', 'salt']",rice|olive oil|bread|salt,"['Indonesia', 'Greece', 'Iran', 'Northern Nigeria']","['mid', 'mid', 'high', 'low']",0,A,rice
Ca-sp-08,US,high,What is the most common ingredient used in US's diet?,ما هو أكثر مكون شائع الاستخدام في النظام الغذائي الجزائري؟,"['cabbage', 'wheat', 'beef', 'bread']",cabbage|wheat|beef|bread,"['South Korea', 'US', 'Azerbaijan', 'Iran']","['mid', 'high', 'low', 'high']",1,B,wheat
Ca-sp-08,South Korea,mid,What is the most common ingredient used in South Korea's diet?,ما هو أكثر مكون شائع الاستخدام في النظام الغذائي الجزائري؟,"['bread', 'rice', 'cabbage', 'salt']",bread|rice|cabbage|salt,"['Iran', 'Indonesia', 'South Korea', 'Northern Nigeria']","['high', 'mid', 'mid', 'low']",2,C,cabbage
Ca-sp-08,Azerbaijan,low,What is the most common ingredient used in Azerbaijan's diet?,ما هو أكثر مكون شائع الاستخدام في النظام الغذائي الجزائري؟,"['corn', 'salt', 'rice', 'beef']",corn|salt|rice|beef,"['Mexico', 'Ethiopia', 'Indonesia', 'Azerbaijan']","['high', 'low', 'mid', 'low']",3,D,beef
Ca-sp-08,China,high,What is the most common ingredient used in China's diet?,ما هو أكثر مكون شائع الاستخدام في النظام الغذائي الجزائري؟,"['rice', 'cabbage', 'beef', 'wheat']",rice|cabbage|beef|wheat,"['China', 'South Korea', 'Azerbaijan', 'Algeria']","['high', 'mid', 'low', 'high']",0,A,rice
Ca-sp-08,Algeria,high,What is the most common ingredient used in Algeria's diet?,ما هو أكثر مكون شائع الاستخدام في النظام الغذائي الجزائري؟,"['rice', 'wheat', 'salt', 'corn']",rice|wheat|salt|corn,"['Indonesia', 'Algeria', 'Ethiopia', 'Mexico']","['mid', 'high', 'low', 'high']",1,B,wheat
Ca-sp-09,Mexico,high,What do people from Mexico usually eat for dessert?,ماذا يأكل الناس في الجزائر عادة للتحلية بعد الطعام؟,"['fruit', 'rice pudding', 'pastry', 'apple crumble']",fruit|rice pudding|pastry|apple crumble,"['South Korea', 'Assam', 'Mexico', 'UK']","['mid', 'low', 'high', 'high']",2,C,pastry
Ca-sp-09,Spain,high,What do people from Spain usually eat for dessert?,ماذا يأكل الناس في الجزائر عادة للتحلية بعد الطعام؟,"['ice cream', 'chocolate', 'cake', 'fruit']",ice cream|chocolate|cake|fruit,"['US', 'Greece', 'Azerbaijan', 'Spain']","['high', 'mid', 'low', 'high']",3,D,fruit
Ca-sp-09,UK,high,What do people from UK usually eat for dessert?,ماذا يأكل الناس في الجزائر عادة للتحلية بعد الطعام؟,"['apple crumble', 'ice cream', 'rice pudding', 'chocolate']",apple crumble|ice cream|rice pudding|chocolate,"['UK', 'US', 'Assam', 'Greece']","['high', 'high', 'low', 'mid']",0,A,apple crumble
Ca-sp-09,Iran,high,What do people from Iran usually eat for dessert?,ماذا يأكل الناس في الجزائر عادة للتحلية بعد الطعام؟,"['ice cream', 'jelly', 'cendol', 'judge']",ice cream|jelly|cendol|judge,"['US', 'Iran', 'Indonesia', 'Northern Nigeria']","['high', 'high', 'mid', 'low']",1,B,jelly
