ID,target_country,target_region,prompt,source_question,answer_idx,region_choices_list,source_choices_list,region_choice_countries_list,region_choice_region_list,region_answer,region_answer_str
New-su-01,Greece,Europe,What snacks are usually sold in front of schools in Greece?,Ποια σνακ πωλούνται συνήθως μπροστά από τα σχολεία στην Ελλάδα;,A,"['koulouri', 'fried bean cake', 'maggi', 'little worms']","['κουλούρι', 'awara', 'মেগী', 'gusanitos']","['Greece', 'Northern_Nigeria', 'Assam', 'Spain']","['Europe', 'Africa', 'South Asia', 'Europe']",0,koulouri
New-su-10,Greece,Europe,What food is commonly consumed by pregnant women in Greece?,Ποια τρόφιμα καταναλώνουν συχνά οι έγκυες στην Ελλάδα;,B,"['fruits', 'chocolate', 'flour pancake', 'milk']","['buah-buahan', 'σοκολάτα', 'kalallaba', 'leche']","['Indonesia', 'Greece', 'Northern_Nigeria', 'Spain']","['South Asia', 'Europe', 'Africa', 'Europe']",1,chocolate
New-su-15,Greece,Europe,What is the most popular traditional non-alcoholic drink in Greece?,Ποιο είναι το πιο δημοφιλές παραδοσιακό αναψυκτικό χωρίς αλκοόλ στην Ελλάδα;,C,"['tea water', 'tea', 'coca cola', 'soda']","['চাহ পানী', 'tea', 'κόκα κόλα', 'المشروب الغازي']","['Assam', 'UK', 'Greece', 'Algeria']","['South Asia', 'Europe', 'Europe', 'Africa']",2,coca cola
New-su-21,Greece,Europe,What are the common activities that seniors usually do in parks in Greece?,Ποιες είναι οι πιο συνηθισμένες δραστηριότητες που συνήθως κάνουν οι ηλικιωμένοι στα πάρκα στην Ελλάδα;,D,"['morning walk', 'bowls', 'domino', 'leisurely walk']","['jalan pagi', 'bowls', 'لعبة الدومينو', 'χαλαρό περπάτημα']","['Indonesia', 'UK', 'Algeria', 'Greece']","['South Asia', 'Europe', 'Africa', 'Europe']",3,leisurely walk
New-su-24,Greece,Europe,What sports do parents and children commonly play together in Greece?,Ποια αθλήματα παίζουν συνήθως μαζί γονείς και παιδιά στην Ελλάδα;,A,"['football', 'soccer game', 'ludo', 'soccer']","['ποδόσφαιρο', 'ኳስ ጨዋታ', 'লুডো', 'soccer']","['Greece', 'Ethiopia', 'Assam', 'UK']","['Europe', 'Africa', 'South Asia', 'Europe']",0,football
New-su-28,Greece,Europe,What color is associated with the national soccer team of Greece?,Ποιο χρώμα συνδέεται με την εθνική ποδοσφαιρική ομάδα της Ελλάδας;,B,"['white', 'blue', 'red and white', 'green']","['white', 'γαλάζιο', 'merah putih', 'አረንጓዴ']","['UK', 'Greece', 'Indonesia', 'Ethiopia']","['Europe', 'Europe', 'South Asia', 'Africa']",1,blue
New-su-33,Greece,Europe,What is the common dress code for school teachers in Greece?,Ποιος είναι ο ενδυματολογικός κώδικας για τους δασκάλους στα σχολεία της Ελλάδας;,C,"['casual', 'sador mekhela', 'suit', 'clothes and cap']","['casual', 'চাদৰ মেখেলা', 'κοστούμι', 'riga da hula']","['UK', 'Assam', 'Greece', 'Northern_Nigeria']","['Europe', 'South Asia', 'Europe', 'Africa']",2,suit
New-su-50,Greece,Europe,What is the main occupation of people in mountainous areas in Greece?,Ποια είναι η κύρια απασχόληση των ανθρώπων στις ορεινές περιοχές στην Ελλάδα;,D,"['shepherds', 'farming', 'farmer', 'livestock breeders']","['shepherds', 'noma', 'petani', 'κτηνοτρόφοι']","['UK', 'Northern_Nigeria', 'Indonesia', 'Greece']","['Europe', 'Africa', 'South Asia', 'Europe']",3,livestock breeders
New-su-51,Greece,Europe,What is the main occupation of people in coastal areas in Greece?,Ποια είναι η κύρια απασχόληση των ανθρώπων στις παραθαλάσσιες περιοχές στην Ελλάδα;,A,"['tourism', 'fishing', 'waiter', 'commerce']","['τουρισμός', 'balıqçılıq', 'camarero', 'التجارة']","['Greece', 'Azerbaijan', 'Spain', 'Algeria']","['Europe', 'Western Asia', 'Europe', 'Africa']",0,tourism
New-su-60,Greece,Europe,What do farmers in Greece usually eat for lunch?,Τι τρώνε συνήθως οι αγρότες στην Ελλάδα για μεσημεριανό;,B,"['sandwiches', 'salad', 'broth', 'laban']","['bocadillos', 'σαλάτα', 'آبگوشت', 'لبن']","['Spain', 'Greece', 'Iran', 'Algeria']","['Europe', 'Europe', 'Western Asia', 'Africa']",1,salad
New-su-71,Greece,Europe,What gifts do parents generally give to their children for their birthdays in Greece?,Τι δώρα δίνουν συνήθως οι γονείς στα παιδιά τους για τα γενέθλιά τους στην Ελλάδα;,C,"['toy', 'money', 'games', 'toys']","['አሻንጉሊት', 'pul', 'παιχνίδια', 'juguetes']","['Ethiopia', 'Azerbaijan', 'Greece', 'Spain']","['Africa', 'Western Asia', 'Europe', 'Europe']",2,games
New-su-75,Greece,Europe,What type of vehicle do most families in Greece generally own?,Τι τύπο οχήματος κατέχουν συνήθως οι περισσότερες οικογένειες στην Ελλάδα;,D,"['cars', 'vitz', 'pride (car)', 'sedan']","['auto', 'ቪትዝ', 'ماشین', 'σεντάν']","['Spain', 'Ethiopia', 'Iran', 'Greece']","['Europe', 'Africa', 'Western Asia', 'Europe']",3,sedan
New-su-82,Greece,Europe,What clothes do brides usually wear at weddings in Greece?,Τι ρούχα συνήθως φορούν οι νύφες στους γάμους στην Ελλάδα;,A,"['wedding dress', 'white wedding dress', 'white dress', 'fabric']","['νυφικό', 'ağ gəlinlik', 'vestido blanco', 'atamfa']","['Greece', 'Azerbaijan', 'Spain', 'Northern_Nigeria']","['Europe', 'Western Asia', 'Europe', 'Africa']",0,wedding dress
New-su-83,Greece,Europe,What food is usually served at weddings in Greece?,Τι φαγητό συνήθως σερβίρεται στους γάμους στην Ελλάδα;,B,"['meat', 'wedding rice pilaf', 'zigou', 'rice']","['carne', 'γαμοπίλαφο', 'ژیگو', 'shinkafa']","['Spain', 'Greece', 'Iran', 'Northern_Nigeria']","['Europe', 'Europe', 'Western Asia', 'Africa']",1,wedding rice pilaf
New-su-86,Greece,Europe,What is the most famous government building in Greece?,Ποιο είναι το πιο διάσημο κυβερνητικό κτίριο στην Ελλάδα;,C,"['houses of parliament', 'government house', 'parliament', 'government palace']","['houses of parliament', 'hökumət evi', 'Βουλή', 'قصر الحكومة']","['UK', 'Azerbaijan', 'Greece', 'Algeria']","['Europe', 'Western Asia', 'Europe', 'Africa']",2,parliament
Ni-en-02,Greece,Europe,"What time do middle school students in Greece typically finish school each day? (Provide in HH:MM format (e.g., 18:00, 09:00).)","Τι ώρα τελειώνουν συνήθως το σχολείο οι μαθητές του γυμνασίου στην Ελλάδα κάθε μέρα; (Απαντήστε σε μορφή ΩΩ:ΛΛ, π.χ., 18:00, 09:00).",D,"['15:00', '17:00', '15:30', '14:00']","['15:00', '17:00', '15:30', '14:00']","['Iran', 'Algeria', 'UK', 'Greece']","['Western Asia', 'Africa', 'Europe', 'Europe']",3,14:00
Ni-en-12,Greece,Europe,What is the top university in Greece? (Provide the official name.),Ποιο είναι το κορυφαίο πανεπιστήμιο στην Ελλάδα; (Δώστε το επίσημο όνομα.),A,"['national and kapodistrian university of athens', 'addis ababa university', 'University of Oxford', 'azerbaijan diplomatic academy']","['Εθνικό και Καποδιστριακό Πανεπιστήμιο Αθηνών', 'አዲስ አበባ ዩኒቨርስቲ', 'University of Oxford', 'azərbaycan diplomatik akademiyası']","['Greece', 'Ethiopia', 'UK', 'Azerbaijan']","['Europe', 'Africa', 'Europe', 'Western Asia']",0,national and kapodistrian university of athens
Nu-in-40,Greece,Europe,Which city is the main destination for job seekers in Greece?,Ποια πόλη είναι ο κύριος προορισμός για τους αναζητούντες εργασία στην Ελλάδα;,B,"['addis ababa', 'athens', 'tehran', 'london']","['አዲስ አበባ', 'Αθήνα', 'تهران', 'london']","['Ethiopia', 'Greece', 'Iran', 'UK']","['Africa', 'Europe', 'Western Asia', 'Europe']",1,athens
Sa-en-13,Greece,Europe,What is the food that is most divisive (either love or hate) in Greece?,Ποιο είναι το φαγητό που διχάζει περισσότερο (είτε το αγαπούν είτε το μισούν) στην Ελλάδα;,C,"['marmite', 'cabbage roll', 'okra', 'rice']","['marmite', 'kələm dolması', 'μπάμιες', 'shinkafa']","['UK', 'Azerbaijan', 'Greece', 'Northern_Nigeria']","['Europe', 'Western Asia', 'Europe', 'Africa']",2,okra
Sa-en-16,Greece,Europe,What is the most popular soccer team among the people from Greece?,Ποια είναι η πιο δημοφιλής ποδοσφαιρική ομάδα μεταξύ των ανθρώπων από την Ελλάδα;,D,"['persepolis', 'man united, Man Utd, manchester utd', 'madrid', 'olympiacos']","['پرسپولیس', 'man united, Man Utd, manchester utd', 'madrid', 'Ολυμπιακός']","['Iran', 'UK', 'Northern_Nigeria', 'Greece']","['Western Asia', 'Europe', 'Africa', 'Europe']",3,olympiacos
Sa-en-22,Greece,Europe,What is the most famous university in Greece known for its sports team?,Ποιο είναι το πιο διάσημο πανεπιστήμιο στην Ελλάδα γνωστό για την αθλητική του ομάδα;,A,"['university of crete', 'tsinghua university', 'national autonomous university of mexico', 'ucam']","['Πανεπιστήμιο Κρήτης', '清华', 'UNAM', 'UCAM']","['Greece', 'China', 'Mexico', 'Spain']","['Europe', 'East Asia', 'North America', 'Europe']",0,university of crete
Sa-en-32,Greece,Europe,What is the most popular family TV show in Greece?,Ποια είναι η πιο δημοφιλής οικογενειακή τηλεοπτική εκπομπή στην Ελλάδα;,B,"['el hormiguero', 'rift', 'happy camp', 'modern family']","['El Hormiguero', 'Σασμός', '快乐大本营', 'modern family']","['Spain', 'Greece', 'China', 'US']","['Europe', 'Europe', 'East Asia', 'North America']",1,rift
Sa-en-37,Greece,Europe,What is the most popular family boardgame in Greece?,Ποιο είναι το πιο δημοφιλές οικογενειακό επιτραπέζιο παιχνίδι στην Ελλάδα;,C,"['mexican bingo', 'parcheesi', 'monopoly', 'blue marble']","['lotería', 'el parchís', 'μονόπολη', '부루마불']","['Mexico', 'Spain', 'Greece', 'South_Korea']","['North America', 'Europe', 'Europe', 'East Asia']",2,monopoly
Sa-en-6,Greece,Europe,What is the most popular takeaway food in Greece?,Ποιο είναι το πιο δημοφιλές φαγητό σε πακέτο στην Ελλάδα;,D,"['pizza', 'fried chicken', 'sandwich', 'gyro']","['pizza', '치킨', 'bocadillo', 'γύρος']","['US', 'South_Korea', 'Spain', 'Greece']","['North America', 'East Asia', 'Europe', 'Europe']",3,gyro
Sa-en-7,Greece,Europe,What are popular snacks in Greece?,Ποια είναι δημοφιλή σνακ στην Ελλάδα;,A,"['potato chips', 'crisps', 'tostadas', 'xiaolongbao']","['πατατάκια', 'crisps', 'tostadas', '小笼包']","['Greece', 'UK', 'Mexico', 'China']","['Europe', 'Europe', 'North America', 'East Asia']",0,potato chips
Ta-pe-17,Greece,Europe,"In the Olympic Games, which sport is the most popular in Greece?","Στους Ολυμπιακούς Αγώνες, ποιο άθλημα είναι το πιο δημοφιλές στην Ελλάδα;",B,"['athletics', 'track and field', 'gymnastics', 'ping pong']","['athletics', 'στίβος', 'gymnastics', '乒乓球']","['UK', 'Greece', 'US', 'China']","['Europe', 'Europe', 'North America', 'East Asia']",1,track and field
Ta-pe-21,Greece,Europe,Where do children usually play soccer in Greece?,Πού συνήθως παίζουν ποδόσφαιρο τα παιδιά στην Ελλάδα;,C,"['street', 'school playground', 'stadiums', 'the park']","['calle', '학교 운동장', 'γήπεδα', 'the park']","['Mexico', 'South_Korea', 'Greece', 'UK']","['North America', 'East Asia', 'Europe', 'Europe']",2,stadiums
Ta-pe-25,Greece,Europe,"What is the most famous rivalry in a national sports league in Greece? (e.g., ___ vs ___)","Ποια είναι η πιο διάσημη αντιπαλότητα σε εθνικό αθλητικό πρωτάθλημα στην Ελλάδα; (π.χ., ___ έναντι ___)",D,"['Boston Red Sox vs New York Yankees', 'fc seoul vs suwon samsung', 'england vs scotland', 'pao against osfp']","['Boston Red Sox vs New York Yankees', 'fc서울 대 수원삼성', 'england vs scotland', 'ΠΑΟ έναντι ΟΣΦΓ']","['US', 'South_Korea', 'UK', 'Greece']","['North America', 'East Asia', 'Europe', 'Europe']",3,pao against osfp
Ta-pe-30,Greece,Europe,What is/was the most popular sports-related TV program in Greece?,Ποιο είναι/ήταν το πιο δημοφιλές αθλητικό τηλεοπτικό πρόγραμμα στην Ελλάδα;,A,"['soccer', 'el chiringuito', 'star sports', 'total soccer']","['ποδόσφαιρο', 'El Chiringuito\nChiringuito', 'ষ্টাৰ স্পোৰ্টচ', '天下足球']","['Greece', 'Spain', 'Assam', 'China']","['Europe', 'Europe', 'South Asia', 'East Asia']",0,soccer
Ta-pe-32,Greece,Europe,What day of the year is usually dedicated to fireworks in Greece?,Ποια ημέρα του χρόνου είναι συνήθως αφιερωμένη στα πυροτεχνήματα στην Ελλάδα;,B,"['new year', ""new year's day"", 'end of year', ""spring festival's eve""]","['tahun baru', 'Πρωτοχρονιά', 'fin de año', '除夕']","['Indonesia', 'Greece', 'Spain', 'China']","['South Asia', 'Europe', 'Europe', 'East Asia']",1,new year's day
Ta-pe-45,Greece,Europe,What is usually eaten during the celebration of the longest night of the year in Greece?,Τι συνήθως τρώγεται κατά την εορτασμό της μακρύτερης νύχτας του χρόνου στην Ελλάδα;,C,"['red bean porridge', 'rice', 'turkey', 'seafood']","['팥죽', 'ভাত', 'γαλοπούλα', 'marisco']","['South_Korea', 'Assam', 'Greece', 'Spain']","['East Asia', 'South Asia', 'Europe', 'Europe']",2,turkey
